id,code,label
C9244422,C10055,Litigation
C18602555,C10056,Manors
C18602558,C10056,Manors
C18602560,C10077,Pay and pensions
C18602563,C10059,Marriage and divorce
C18602565,C10056,Manors
C18602567,C10056,Manors
C18602568,C10036,Farming
C18602569,C10058,Maps and plans
C18602572,C10023,Crime
C18602572,C10111,Treason and rebellion
C18602573,C10036,Farming
C18602588,C10077,Pay and pensions
C18602600,C10059,Marriage and divorce
C18602601,C10056,Manors
C18602602,C10025,Debt
C18602607,C10036,Farming
C18602608,C10025,Debt
C18602611,C10056,Manors
C18602613,C10056,Manors
C18602618,C10056,Manors
C18602626,C10107,Tithes
C18602628,C10116,Wills and probate
C18602632,C10056,Manors
C18602641,C10077,Pay and pensions
C18602643,C10025,Debt
C18602651,C10056,Manors
C18602662,C10056,Manors
C18602669,C10056,Manors
C18602675,C10056,Manors
C18602679,C10056,Manors
C18602689,C10025,Debt
C18602690,C10056,Manors
C18602691,C10056,Manors
C18602693,C10056,Manors
C18602696,C10056,Manors
C18602697,C10036,Farming
C18602700,C10056,Manors
C18602712,C10056,Manors
C18602720,C10036,Farming
C18602722,C10056,Manors
C18602730,C10056,Manors
C18602731,C10056,Manors
C18602736,C10025,Debt
C18602739,C10056,Manors
C18602740,C10025,Debt
C18602741,C10116,Wills and probate
C18602742,C10056,Manors
C18602749,C10012,Children
C18602755,C10025,Debt
C18602759,C10056,Manors
C18602760,C10056,Manors
C18602761,C10056,Manors
C18602763,C10056,Manors
C18602774,C10056,Manors
C18602776,C10036,Farming
C18602781,C10056,Manors
C18602783,C10056,Manors
C18602786,C10056,Manors
C18602787,C10093,Religions
C18602791,C10056,Manors
C18602793,C10056,Manors
C18602798,C10056,Manors
C18602806,C10056,Manors
C18602817,C10059,Marriage and divorce
C18602817,C10056,Manors
C18602826,C10022,Conveyancing
C18602830,C10014,Coal
C18602833,C10101,Sewerage
C18602850,C10056,Manors
C18602858,C10056,Manors
C18602864,C10116,Wills and probate
C18602868,C10025,Debt
C18602869,C10025,Debt
C18602878,C10056,Manors
C18602890,C10056,Manors
C18602893,C10025,Debt
C18602894,C10056,Manors
C18602917,C10056,Manors
C18602918,C10056,Manors
C18602919,C10108,Trade and commerce
C18602923,C10059,Marriage and divorce
C18602927,C10023,Crime
C18602927,C10039,Food and drink
C18602930,C10056,Manors
C18602946,C10056,Manors
C18602951,C10056,Manors
C18602954,C10056,Manors
C18602955,C10056,Manors
C18602972,C10116,Wills and probate
C18602975,C10056,Manors
C18602981,C10056,Manors
C18602981,C10077,Pay and pensions
C18602985,C10056,Manors
C18602990,C10116,Wills and probate
C18602995,C10056,Manors
C18602996,C10036,Farming
C18603000,C10039,Food and drink
C18603000,C10077,Pay and pensions
C18603010,C10056,Manors
C18603012,C10085,Prisons
C18603013,C10025,Debt
C18603017,C10056,Manors
C18603021,C10036,Farming
C18603022,C10056,Manors
C18603024,C10116,Wills and probate
C18603039,C10025,Debt
C18603042,C10056,Manors
C18603048,C10036,Farming
C18603061,C10056,Manors
C18607406,C10056,Manors
C18607408,C10025,Debt
C18607412,C10036,Farming
C18607419,C10116,Wills and probate
C18607420,C10056,Manors
C18607431,C10116,Wills and probate
C18607433,C10056,Manors
C18607437,C10056,Manors
C18607439,C10056,Manors
C18607440,C10056,Manors
C18607441,C10056,Manors
C18607444,C10056,Manors
C18607450,C10131,Europe and Russia
C18607457,C10056,Manors
C18607459,C10056,Manors
C18607462,C10056,Manors
C18607468,C10056,Manors
C18607474,C10108,Trade and commerce
C18607477,C10056,Manors
C18607484,C10056,Manors
C18607489,C10040,Forestry
C18607496,C10056,Manors
C18607499,C10025,Debt
C18607500,C10077,Pay and pensions
C18607510,C10056,Manors
C18607510,C10077,Pay and pensions
C18607517,C10056,Manors
C18607520,C10056,Manors
C18607521,C10056,Manors
C18607524,C10025,Debt
C18607534,C10040,Forestry
C18607534,C10056,Manors
C18607534,C10036,Farming
C18607539,C10056,Manors
C18607541,C10025,Debt
C18607544,C10056,Manors
C18607546,C10039,Food and drink
C18607550,C10056,Manors
C18607552,C10056,Manors
C18607557,C10025,Debt
C18607558,C10007,Banking
C18607558,C10022,Conveyancing
C18607559,C10056,Manors
C18607567,C10077,Pay and pensions
C18607570,C10096,Research
C18607574,C10077,Pay and pensions
C18607576,C10116,Wills and probate
C18607579,C10025,Debt
C18607588,C10116,Wills and probate
C18607599,C10056,Manors
C18607607,C10025,Debt
C18607608,C10056,Manors
C18607609,C10056,Manors
C18607619,C10056,Manors
C18607620,C10025,Debt
C18607621,C10056,Manors
C18607626,C10056,Manors
C18607630,C10056,Manors
C18607631,C10036,Farming
C18607642,C10025,Debt
C18607645,C10107,Tithes
C18607658,C10025,Debt
C18607660,C10059,Marriage and divorce
C18607661,C10059,Marriage and divorce
C18607661,C10056,Manors
C18607665,C10107,Tithes
C18607667,C10059,Marriage and divorce
C18607672,C10010,Charities
C18607685,C10025,Debt
C18607689,C10025,Debt
C18607693,C10056,Manors
C18607695,C10056,Manors
C18607695,C10010,Charities
C18607697,C10025,Debt
C18607716,C10025,Debt
C18607723,C10025,Debt
C18607724,C10056,Manors
C18607725,C10025,Debt
C18607730,C10056,Manors
C18607734,C10056,Manors
C18607737,C10025,Debt
C18607746,C10093,Religions
C18607752,C10056,Manors
C18607764,C10013,Clothing
C18607766,C10025,Debt
C18607768,C10025,Debt
C18607773,C10107,Tithes
C18607782,C10013,Clothing
C18607789,C10107,Tithes
C18607793,C10025,Debt
C18607794,C10025,Debt
C18607794,C10085,Prisons
C18607803,C10056,Manors
C18607805,C10056,Manors
C18618348,C10055,Litigation
C18618349,C10055,Litigation
C18618350,C10055,Litigation
C18618350,C10025,Debt
C18618351,C10055,Litigation
C18618352,C10055,Litigation
C18618353,C10055,Litigation
C18618353,C10056,Manors
C18618354,C10055,Litigation
C18618354,C10056,Manors
C18618355,C10055,Litigation
C18618355,C10056,Manors
C18618356,C10055,Litigation
C18618358,C10055,Litigation
C18618359,C10055,Litigation
C18618359,C10056,Manors
C18618360,C10055,Litigation
C18618361,C10055,Litigation
C18618362,C10055,Litigation
C18618363,C10055,Litigation
C18618363,C10025,Debt
C18618364,C10055,Litigation
C18618365,C10055,Litigation
C18618366,C10055,Litigation
C18618367,C10055,Litigation
C18618368,C10055,Litigation
C18618368,C10056,Manors
C18618369,C10055,Litigation
C18618370,C10055,Litigation
C18618371,C10055,Litigation
C18618372,C10055,Litigation
C18618373,C10055,Litigation
C18618374,C10055,Litigation
C18618375,C10055,Litigation
C18618376,C10055,Litigation
C18618377,C10055,Litigation
C18618378,C10055,Litigation
C18618379,C10055,Litigation
C18618380,C10055,Litigation
C18618381,C10055,Litigation
C18618382,C10055,Litigation
C18618382,C10025,Debt
C18618383,C10055,Litigation
C18618384,C10055,Litigation
C18618385,C10055,Litigation
C18618386,C10055,Litigation
C18618387,C10055,Litigation
C18618388,C10055,Litigation
C18618389,C10039,Food and drink
C18618389,C10055,Litigation
C18618390,C10055,Litigation
C18618391,C10055,Litigation
C18618392,C10055,Litigation
C18618393,C10055,Litigation
C18618394,C10055,Litigation
C18618395,C10055,Litigation
C18618396,C10055,Litigation
C18618397,C10055,Litigation
C18618398,C10055,Litigation
C18618399,C10055,Litigation
C18618400,C10055,Litigation
C18618401,C10055,Litigation
C18618401,C10056,Manors
C18618402,C10055,Litigation
C18618403,C10055,Litigation
C18618404,C10055,Litigation
C18618405,C10055,Litigation
C18618405,C10056,Manors
C18618406,C10055,Litigation
C18618407,C10055,Litigation
C18618408,C10055,Litigation
C18618409,C10055,Litigation
C18618409,C10056,Manors
C18618410,C10055,Litigation
C18618411,C10055,Litigation
C18618412,C10055,Litigation
C18618412,C10107,Tithes
C18618413,C10055,Litigation
C18618414,C10055,Litigation
C18618414,C10056,Manors
C18618415,C10055,Litigation
C18618416,C10055,Litigation
C18618417,C10055,Litigation
C18618417,C10025,Debt
C18618418,C10055,Litigation
C18618419,C10055,Litigation
C18618420,C10055,Litigation
C18618421,C10055,Litigation
C18618421,C10025,Debt
C18618422,C10055,Litigation
C18618423,C10055,Litigation
C18618424,C10055,Litigation
C18618425,C10055,Litigation
C18618426,C10055,Litigation
C18618427,C10055,Litigation
C18618428,C10055,Litigation
C18618429,C10055,Litigation
C18618430,C10055,Litigation
C18618431,C10055,Litigation
C18618432,C10055,Litigation
C18618433,C10055,Litigation
C18618434,C10055,Litigation
C18618435,C10055,Litigation
C18618436,C10055,Litigation
C18618437,C10055,Litigation
C18618438,C10055,Litigation
C18618439,C10055,Litigation
C18618440,C10055,Litigation
C18618441,C10055,Litigation
C18618442,C10055,Litigation
C18618443,C10055,Litigation
C18618444,C10055,Litigation
C18618445,C10055,Litigation
C18618445,C10025,Debt
C18618446,C10055,Litigation
C18618447,C10055,Litigation
C18618448,C10055,Litigation
C18618449,C10055,Litigation
C18618450,C10055,Litigation
C18618450,C10025,Debt
C18618451,C10055,Litigation
C18618452,C10055,Litigation
C18618453,C10093,Religions
C18618453,C10055,Litigation
C18618454,C10055,Litigation
C18618455,C10055,Litigation
C18618455,C10036,Farming
C18618456,C10055,Litigation
C18618457,C10055,Litigation
C18618457,C10025,Debt
C18618458,C10055,Litigation
C18618458,C10056,Manors
C18618459,C10055,Litigation
C18618459,C10108,Trade and commerce
C18618460,C10055,Litigation
C18618461,C10055,Litigation
C18618462,C10055,Litigation
C18618463,C10055,Litigation
C18618464,C10055,Litigation
C18618465,C10055,Litigation
C18618466,C10055,Litigation
C18618467,C10055,Litigation
C18618468,C10055,Litigation
C18618469,C10055,Litigation
C18618470,C10055,Litigation
C18618471,C10055,Litigation
C18618472,C10055,Litigation
C18618472,C10036,Farming
C18618473,C10055,Litigation
C18618474,C10055,Litigation
C18618475,C10055,Litigation
C18618475,C10036,Farming
C18618476,C10055,Litigation
C18618477,C10055,Litigation
C18618478,C10055,Litigation
C18618479,C10055,Litigation
C18618480,C10055,Litigation
C18618481,C10055,Litigation
C18618482,C10055,Litigation
C18618483,C10055,Litigation
C18618483,C10056,Manors
C18618484,C10055,Litigation
C18618484,C10052,Labour
C18618485,C10055,Litigation
C18618486,C10055,Litigation
C18618487,C10055,Litigation
C18618488,C10055,Litigation
C18618489,C10055,Litigation
C18618490,C10055,Litigation
C18618491,C10055,Litigation
C18618491,C10036,Farming
C18618492,C10055,Litigation
C18618492,C10025,Debt
C18618493,C10055,Litigation
C18618494,C10055,Litigation
C18618495,C10055,Litigation
C18618496,C10055,Litigation
C18618496,C10099,Royal Parks
C18618497,C10055,Litigation
C18618498,C10055,Litigation
C18618499,C10055,Litigation
C18618500,C10055,Litigation
C18618501,C10055,Litigation
C18618502,C10055,Litigation
C18618503,C10055,Litigation
C18618504,C10055,Litigation
C18618505,C10055,Litigation
C18618506,C10055,Litigation
C18618507,C10055,Litigation
C18618508,C10055,Litigation
C18618508,C10036,Farming
C18618509,C10055,Litigation
C18618510,C10055,Litigation
C18618511,C10055,Litigation
C18618512,C10055,Litigation
C18618513,C10055,Litigation
C18618514,C10055,Litigation
C18618515,C10055,Litigation
C18618516,C10131,Europe and Russia
C18618516,C10055,Litigation
C18618517,C10055,Litigation
C18618518,C10055,Litigation
C18618519,C10055,Litigation
C18618520,C10055,Litigation
C18618521,C10055,Litigation
C18618522,C10055,Litigation
C18618523,C10055,Litigation
C18618524,C10055,Litigation
C18618525,C10055,Litigation
C18618526,C10055,Litigation
C18618527,C10055,Litigation
C18618528,C10055,Litigation
C18618529,C10055,Litigation
C18618529,C10025,Debt
C18618530,C10055,Litigation
C18618531,C10055,Litigation
C18618532,C10055,Litigation
C18618533,C10055,Litigation
C18618534,C10055,Litigation
C18618535,C10055,Litigation
C18618536,C10055,Litigation
C18618537,C10055,Litigation
C18618538,C10055,Litigation
C18618539,C10055,Litigation
C18618539,C10025,Debt
C18618540,C10055,Litigation
C18618541,C10055,Litigation
C18618541,C10056,Manors
C18618542,C10055,Litigation
C18618542,C10036,Farming
C18618543,C10055,Litigation
C18618544,C10055,Litigation
C18618544,C10013,Clothing
C18618545,C10055,Litigation
C18618545,C10012,Children
C18618546,C10055,Litigation
C18618547,C10055,Litigation
C18618548,C10055,Litigation
C18618548,C10007,Banking
C18618548,C10022,Conveyancing
C18618549,C10055,Litigation
C18618550,C10055,Litigation
C18618551,C10055,Litigation
C18618551,C10056,Manors
C18618552,C10055,Litigation
C18618553,C10055,Litigation
C18618553,C10056,Manors
C18618554,C10055,Litigation
C18618555,C10055,Litigation
C18618555,C10056,Manors
C18618556,C10055,Litigation
C18618556,C10025,Debt
C18618557,C10055,Litigation
C18618557,C10025,Debt
C18618558,C10055,Litigation
C18618558,C10065,Armed Forces (General Administration)
C18618558,C10072,Navy
C18618559,C10055,Litigation
C18618560,C10055,Litigation
C18618561,C10055,Litigation
C18618562,C10055,Litigation
C18618563,C10055,Litigation
C18618564,C10131,Europe and Russia
C18618564,C10055,Litigation
C18618565,C10055,Litigation
C18618566,C10055,Litigation
C18618567,C10055,Litigation
C18618568,C10055,Litigation
C18618569,C10055,Litigation
C18618570,C10055,Litigation
C18618570,C10036,Farming
C18618571,C10055,Litigation
C18618571,C10025,Debt
C18618572,C10055,Litigation
C18618573,C10055,Litigation
C18618573,C10107,Tithes
C18618574,C10055,Litigation
C18618574,C10025,Debt
C18618575,C10055,Litigation
C18618576,C10055,Litigation
C18618577,C10055,Litigation
C18618578,C10055,Litigation
C18618579,C10055,Litigation
C18618580,C10055,Litigation
C18618581,C10055,Litigation
C18618582,C10055,Litigation
C18618583,C10055,Litigation
C18618584,C10055,Litigation
C18618584,C10108,Trade and commerce
C18618585,C10055,Litigation
C18618586,C10055,Litigation
C18618587,C10055,Litigation
C18618587,C10056,Manors
C18618588,C10055,Litigation
C18618589,C10055,Litigation
C18618589,C10025,Debt
C18618589,C10116,Wills and probate
C18618590,C10055,Litigation
C18618591,C10055,Litigation
C18618592,C10055,Litigation
C18618593,C10055,Litigation
C18618594,C10055,Litigation
C18618595,C10055,Litigation
C18618595,C10056,Manors
C18618596,C10039,Food and drink
C18618596,C10055,Litigation
C18618597,C10055,Litigation
C18618598,C10055,Litigation
C18618598,C10065,Armed Forces (General Administration)
C18618598,C10072,Navy
C18618599,C10055,Litigation
C18618600,C10055,Litigation
C18618601,C10055,Litigation
C18618602,C10055,Litigation
C18618602,C10025,Debt
C18618603,C10055,Litigation
C18618603,C10025,Debt
C18618604,C10055,Litigation
C18618605,C10055,Litigation
C18618606,C10055,Litigation
C18618606,C10056,Manors
C18618607,C10055,Litigation
C18618608,C10055,Litigation
C18618609,C10055,Litigation
C18618610,C10055,Litigation
C18618611,C10055,Litigation
C18618612,C10055,Litigation
C18618613,C10055,Litigation
C18618614,C10055,Litigation
C18618615,C10131,Europe and Russia
C18618615,C10055,Litigation
C18618616,C10055,Litigation
C18618616,C10077,Pay and pensions
C18618617,C10055,Litigation
C18618617,C10036,Farming
C18618618,C10055,Litigation
C18618618,C10025,Debt
C18618619,C10055,Litigation
C18618620,C10055,Litigation
C18618621,C10055,Litigation
C18618622,C10055,Litigation
C18618623,C10055,Litigation
C18618624,C10055,Litigation
C18618625,C10055,Litigation
C18618626,C10055,Litigation
C18618627,C10055,Litigation
C18618628,C10055,Litigation
C18618629,C10055,Litigation
C18618630,C10055,Litigation
C18618631,C10055,Litigation
C18618632,C10055,Litigation
C18618633,C10055,Litigation
C18618634,C10055,Litigation
C18618635,C10055,Litigation
C18618636,C10055,Litigation
C18618637,C10055,Litigation
C18618638,C10055,Litigation
C18618639,C10055,Litigation
C18618640,C10055,Litigation
C18618641,C10055,Litigation
C18618642,C10055,Litigation
C18618643,C10055,Litigation
C18618644,C10055,Litigation
C18618644,C10024,Crown lands and estates
C18618645,C10055,Litigation
C18618646,C10055,Litigation
C18618647,C10055,Litigation
C18618647,C10056,Manors
C18618648,C10055,Litigation
C18618648,C10116,Wills and probate
C18618649,C10055,Litigation
C18618650,C10055,Litigation
C18618650,C10056,Manors
C18618651,C10055,Litigation
C18618652,C10055,Litigation
C18618652,C10116,Wills and probate
C18618653,C10055,Litigation
C18618654,C10055,Litigation
C18618655,C10055,Litigation
C18618656,C10055,Litigation
C18618657,C10055,Litigation
C18618658,C10055,Litigation
C18618659,C10055,Litigation
C18618660,C10055,Litigation
C18618661,C10055,Litigation
C18618662,C10055,Litigation
C18618663,C10055,Litigation
C18618664,C10055,Litigation
C18618665,C10055,Litigation
C18618666,C10055,Litigation
C18618667,C10055,Litigation
C18618668,C10055,Litigation
C18618669,C10055,Litigation
C18618670,C10055,Litigation
C18618671,C10055,Litigation
C18618672,C10055,Litigation
C18618673,C10055,Litigation
C18618674,C10055,Litigation
C18618674,C10116,Wills and probate
C18618675,C10055,Litigation
C18618676,C10055,Litigation
C18618677,C10055,Litigation
C18618678,C10055,Litigation
C18618679,C10055,Litigation
C18618680,C10055,Litigation
C18618681,C10055,Litigation
C18618682,C10055,Litigation
C18618683,C10055,Litigation
C18618684,C10055,Litigation
C18618685,C10055,Litigation
C18618686,C10055,Litigation
C18618687,C10055,Litigation
C18618688,C10055,Litigation
C18618689,C10055,Litigation
C18618690,C10055,Litigation
C18618691,C10055,Litigation
C18618692,C10055,Litigation
C18618693,C10055,Litigation
C18618694,C10039,Food and drink
C18618694,C10055,Litigation
C18618694,C10025,Debt
C18618695,C10055,Litigation
C18618696,C10055,Litigation
C18618697,C10055,Litigation
C18618697,C10013,Clothing
C18618698,C10055,Litigation
C18618699,C10055,Litigation
C18618700,C10055,Litigation
C18622246,C10055,Litigation
C18622247,C10055,Litigation
C18622248,C10055,Litigation
C18621701,C10055,Litigation
C18621702,C10055,Litigation
C18621703,C10055,Litigation
C18621703,C10116,Wills and probate
C18621704,C10055,Litigation
C18621705,C10055,Litigation
C18621706,C10055,Litigation
C18621707,C10055,Litigation
C18621708,C10055,Litigation
C18621709,C10055,Litigation
C18621710,C10055,Litigation
C18621711,C10055,Litigation
C18621711,C10036,Farming
C18621712,C10055,Litigation
C18621713,C10055,Litigation
C18621714,C10055,Litigation
C18621715,C10131,Europe and Russia
C18621715,C10055,Litigation
C18621716,C10055,Litigation
C18621717,C10055,Litigation
C18621718,C10055,Litigation
C18621719,C10055,Litigation
C18621720,C10055,Litigation
C18621720,C10025,Debt
C18621721,C10055,Litigation
C18621722,C10055,Litigation
C18621723,C10055,Litigation
C18621724,C10039,Food and drink
C18621724,C10055,Litigation
C18621725,C10055,Litigation
C18621726,C10055,Litigation
C18621727,C10055,Litigation
C18621727,C10107,Tithes
C18621728,C10055,Litigation
C18621729,C10055,Litigation
C18621729,C10025,Debt
C18621730,C10055,Litigation
C18621731,C10055,Litigation
C18621732,C10055,Litigation
C18621733,C10055,Litigation
C18621734,C10055,Litigation
C18621735,C10039,Food and drink
C18621735,C10055,Litigation
C18621736,C10055,Litigation
C18621737,C10055,Litigation
C18621738,C10055,Litigation
C18621739,C10055,Litigation
C18621740,C10055,Litigation
C18621741,C10055,Litigation
C18621742,C10055,Litigation
C18621743,C10055,Litigation
C18621744,C10055,Litigation
C18621745,C10055,Litigation
C18621746,C10055,Litigation
C18621747,C10055,Litigation
C18621748,C10055,Litigation
C18621749,C10055,Litigation
C18621750,C10055,Litigation
C18621751,C10055,Litigation
C18621752,C10055,Litigation
C18621753,C10055,Litigation
C18621753,C10014,Coal
C18621753,C10066,Mining and quarrying
C18621754,C10055,Litigation
C18621755,C10055,Litigation
C18621756,C10055,Litigation
C18621757,C10055,Litigation
C18621758,C10055,Litigation
C18621759,C10055,Litigation
C18621760,C10055,Litigation
C18621761,C10055,Litigation
C18621762,C10055,Litigation
C18621763,C10055,Litigation
C18621763,C10077,Pay and pensions
C18621764,C10055,Litigation
C18621765,C10055,Litigation
C18621766,C10055,Litigation
C18621766,C10025,Debt
C18621767,C10055,Litigation
C18621767,C10025,Debt
C18621768,C10055,Litigation
C18621769,C10055,Litigation
C18621769,C10116,Wills and probate
C18621770,C10055,Litigation
C18621771,C10055,Litigation
C18621772,C10059,Marriage and divorce
C18621772,C10055,Litigation
C18621773,C10055,Litigation
C18621773,C10056,Manors
C18621774,C10055,Litigation
C18621775,C10055,Litigation
C18621776,C10055,Litigation
C18621777,C10055,Litigation
C18621778,C10055,Litigation
C18621779,C10055,Litigation
C18621780,C10055,Litigation
C18621781,C10055,Litigation
C18621782,C10055,Litigation
C18621783,C10055,Litigation
C18621784,C10055,Litigation
C18621785,C10055,Litigation
C18621785,C10056,Manors
C18621786,C10055,Litigation
C18621787,C10055,Litigation
C18621788,C10055,Litigation
C18621788,C10043,Government finances
C18621789,C10055,Litigation
C18621790,C10055,Litigation
C18621791,C10055,Litigation
C18621792,C10055,Litigation
C18621793,C10055,Litigation
C18621794,C10055,Litigation
C18621795,C10055,Litigation
C18621796,C10055,Litigation
C18621796,C10025,Debt
C18621797,C10055,Litigation
C18621798,C10055,Litigation
C18621799,C10055,Litigation
C18621800,C10055,Litigation
C18621801,C10055,Litigation
C18621802,C10055,Litigation
C18621802,C10056,Manors
C18621803,C10055,Litigation
C18621803,C10025,Debt
C18621804,C10055,Litigation
C18621805,C10055,Litigation
C18621806,C10055,Litigation
C18621806,C10056,Manors
C18621807,C10055,Litigation
C18621808,C10055,Litigation
C18621809,C10055,Litigation
C18621810,C10055,Litigation
C18621811,C10055,Litigation
C18621812,C10055,Litigation
C18621812,C10107,Tithes
C18621813,C10055,Litigation
C18621814,C10055,Litigation
C18621815,C10055,Litigation
C18621816,C10055,Litigation
C18621817,C10055,Litigation
C18621818,C10055,Litigation
C18621819,C10055,Litigation
C18621819,C10025,Debt
C18621820,C10055,Litigation
C18621821,C10055,Litigation
C18621822,C10055,Litigation
C18621823,C10055,Litigation
C18621824,C10055,Litigation
C18621825,C10055,Litigation
C18621825,C10056,Manors
C18621826,C10055,Litigation
C18621827,C10055,Litigation
C18621828,C10055,Litigation
C18621829,C10055,Litigation
C18621830,C10055,Litigation
C18621831,C10055,Litigation
C18621832,C10055,Litigation
C18621833,C10055,Litigation
C18621833,C10025,Debt
C18621834,C10055,Litigation
C18621834,C10025,Debt
C18621835,C10055,Litigation
C18621835,C10056,Manors
C18621836,C10055,Litigation
C18621837,C10055,Litigation
C18621838,C10055,Litigation
C18621839,C10055,Litigation
C18621840,C10055,Litigation
C18621840,C10025,Debt
C18621841,C10055,Litigation
C18621842,C10055,Litigation
C18621843,C10055,Litigation
C18621844,C10055,Litigation
C18621845,C10055,Litigation
C18621846,C10055,Litigation
C18621847,C10055,Litigation
C18621848,C10055,Litigation
C18621849,C10055,Litigation
C18621850,C10055,Litigation
C18621851,C10055,Litigation
C18621852,C10055,Litigation
C18621852,C10036,Farming
C18621853,C10055,Litigation
C18621854,C10055,Litigation
C18621855,C10055,Litigation
C18621856,C10055,Litigation
C18621857,C10055,Litigation
C18621858,C10055,Litigation
C18621859,C10055,Litigation
C18621860,C10055,Litigation
C18621860,C10025,Debt
C18621861,C10055,Litigation
C18621862,C10055,Litigation
C18621863,C10055,Litigation
C18621864,C10055,Litigation
C18621865,C10055,Litigation
C18621865,C10025,Debt
C18621866,C10055,Litigation
C18621867,C10055,Litigation
C18621868,C10055,Litigation
C18621869,C10055,Litigation
C18621870,C10055,Litigation
C18621871,C10055,Litigation
C18621871,C10056,Manors
C18621872,C10055,Litigation
C18621873,C10055,Litigation
C18621874,C10055,Litigation
C18621875,C10055,Litigation
C18621876,C10055,Litigation
C18621877,C10055,Litigation
C18621878,C10055,Litigation
C18621879,C10055,Litigation
C18621880,C10055,Litigation
C18621880,C10036,Farming
C18621881,C10055,Litigation
C18621882,C10055,Litigation
C18621883,C10055,Litigation
C18621884,C10055,Litigation
C18621885,C10055,Litigation
C18621885,C10040,Forestry
C18621885,C10116,Wills and probate
C18621886,C10055,Litigation
C18621887,C10055,Litigation
C18621888,C10055,Litigation
C18621889,C10055,Litigation
C18621890,C10055,Litigation
C18621891,C10055,Litigation
C18621892,C10055,Litigation
C18621893,C10055,Litigation
C18621894,C10055,Litigation
C18621895,C10055,Litigation
C18621896,C10055,Litigation
C18621897,C10055,Litigation
C18621898,C10055,Litigation
C18621899,C10055,Litigation
C18621899,C10056,Manors
C18621900,C10055,Litigation
C18621901,C10055,Litigation
C18621902,C10131,Europe and Russia
C18621902,C10055,Litigation
C18621903,C10055,Litigation
C18621904,C10055,Litigation
C18621905,C10055,Litigation
C18621906,C10055,Litigation
C18621907,C10055,Litigation
C18621908,C10055,Litigation
C18621909,C10055,Litigation
C18621909,C10077,Pay and pensions
C18621910,C10055,Litigation
C18621911,C10055,Litigation
C18621912,C10055,Litigation
C18621913,C10055,Litigation
C18621914,C10055,Litigation
C18621915,C10055,Litigation
C18621916,C10055,Litigation
C18621917,C10055,Litigation
C18621917,C10056,Manors
C18621918,C10055,Litigation
C18621919,C10055,Litigation
C18621920,C10055,Litigation
C18621921,C10055,Litigation
C18621922,C10055,Litigation
C18621923,C10055,Litigation
C18621924,C10055,Litigation
C18621925,C10055,Litigation
C18626222,C10055,Litigation
C18626223,C10055,Litigation
C18626224,C10055,Litigation
C18626224,C10108,Trade and commerce
C18626225,C10055,Litigation
C18626226,C10055,Litigation
C18626227,C10055,Litigation
C18626228,C10055,Litigation
C18626229,C10055,Litigation
C18626230,C10055,Litigation
C18626231,C10055,Litigation
C18626232,C10055,Litigation
C18626233,C10055,Litigation
C18626234,C10055,Litigation
C18626235,C10055,Litigation
C18626236,C10055,Litigation
C18626237,C10055,Litigation
C18626238,C10055,Litigation
C18626239,C10055,Litigation
C18626240,C10055,Litigation
C18626241,C10055,Litigation
C18626242,C10055,Litigation
C18626243,C10023,Crime
C18626243,C10055,Litigation
C18626244,C10055,Litigation
C18626245,C10055,Litigation
C18626246,C10055,Litigation
C18626247,C10055,Litigation
C18626248,C10055,Litigation
C18626249,C10055,Litigation
C18626250,C10055,Litigation
C18626251,C10055,Litigation
C18626252,C10055,Litigation
C18626253,C10055,Litigation
C18626254,C10055,Litigation
C18626255,C10055,Litigation
C18626256,C10055,Litigation
C18626256,C10025,Debt
C18626257,C10055,Litigation
C18626258,C10055,Litigation
C18626259,C10055,Litigation
C18626260,C10055,Litigation
C18626260,C10025,Debt
C18626261,C10055,Litigation
C18626262,C10055,Litigation
C18626263,C10055,Litigation
C18626264,C10059,Marriage and divorce
C18626264,C10055,Litigation
C18626265,C10055,Litigation
C18626265,C10056,Manors
C18626266,C10055,Litigation
C18626267,C10055,Litigation
C18626268,C10055,Litigation
C18626269,C10055,Litigation
C18626270,C10055,Litigation
C18626271,C10055,Litigation
C18626271,C10116,Wills and probate
C18626272,C10055,Litigation
C18626273,C10055,Litigation
C18626274,C10055,Litigation
C18626274,C10056,Manors
C18626275,C10055,Litigation
C18626276,C10055,Litigation
C18626277,C10055,Litigation
C18626278,C10055,Litigation
C18626279,C10055,Litigation
C18626280,C10055,Litigation
C18626281,C10055,Litigation
C18626282,C10055,Litigation
C18626283,C10055,Litigation
C18626283,C10025,Debt
C18626284,C10055,Litigation
C18626285,C10055,Litigation
C18626286,C10055,Litigation
C18626287,C10055,Litigation
C18626288,C10055,Litigation
C18626289,C10055,Litigation
C18626290,C10055,Litigation
C18626291,C10055,Litigation
C18626292,C10055,Litigation
C18626293,C10055,Litigation
C18626294,C10055,Litigation
C18626294,C10056,Manors
C18626295,C10055,Litigation
C18626295,C10056,Manors
C18626296,C10055,Litigation
C18626297,C10055,Litigation
C18626298,C10055,Litigation
C18626299,C10055,Litigation
C18626300,C10055,Litigation
C18626301,C10055,Litigation
C18626301,C10116,Wills and probate
C18626302,C10055,Litigation
C18626303,C10055,Litigation
C18626304,C10055,Litigation
C18626305,C10055,Litigation
C18626306,C10055,Litigation
C18626307,C10055,Litigation
C18626308,C10055,Litigation
C18626309,C10055,Litigation
C18626310,C10055,Litigation
C18626311,C10055,Litigation
C18626312,C10055,Litigation
