burial_id,feetotal,fee_l,fee_s,fee_d,fee_as_d
56482,0.4.6,0,4,6,54
56483,0.4.6,0,4,6,54
56484,0.2.6,0,2,6,30
56485,0.4.6,0,4,6,54
56486,0.2.6,0,2,6,30
56487,0.9.0,0,9,0,108
56488,0.1.11,0,1,11,23
56489,0.4.6,0,4,6,54
56490,0.4.6,0,4,6,54
56491,0.0.6,0,0,6,6
56492,0.1.11,0,1,11,23
56493,0.4.6,0,4,6,54
56494,0.4.6,0,4,6,54
56495,0.2.6,0,2,6,30
56496,0.4.6,0,4,6,54
56497,0.4.6,0,4,6,54
56498,0.2.6,0,2,6,30
56499,0.2.6,0,2,6,30
56500,0.4.6,0,4,6,54
56501,0.2.6,0,2,6,30
56502,0.6.8,0,6,8,80
56503,0.4.6,0,4,6,54
56504,0.1.11,0,1,11,23
56505,0.9.0,0,9,0,108
56506,0.2.6,0,2,6,30
56507,0.4.6,0,4,6,54
56508,0.4.6,0,4,6,54
56509,0.4.6,0,4,6,54
56510,0.4.6,0,4,6,54
56511,0.9.0,0,9,0,108
56512,0.4.6,0,4,6,54
56513,0.4.6,0,4,6,54
56514,0.4.6,0,4,6,54
56515,0.4.6,0,4,6,54
56516,0.2.6,0,2,6,30
56517,0.2.6,0,2,6,30
56518,0.4.6,0,4,6,54
56519,0.1.11,0,1,11,23
56520,0.4.6,0,4,6,54
56521,0.4.6,0,4,6,54
56522,0.2.6,0,2,6,30
56523,0.0.6,0,0,6,6
56524,0.4.6,0,4,6,54
56525,0.2.6,0,2,6,30
56526,0.1.11,0,1,11,23
56527,0.4.6,0,4,6,54
56528,0.4.6,0,4,6,54
56529,0.4.6,0,4,6,54
56530,0.1.11,0,1,11,23
56531,0.6.8,0,6,8,80
56532,0.4.6,0,4,6,54
56533,0.4.6,0,4,6,54
56534,0.2.6,0,2,6,30
56535,0.4.6,0,4,6,54
56536,0.9.0,0,9,0,108
56537,0.4.6,0,4,6,54
56538,0.4.6,0,4,6,54
56539,0.4.6,0,4,6,54
56540,0.4.6,0,4,6,54
56541,0.10.8,0,10,8,128
56542,0.4.6,0,4,6,54
56543,0.4.6,0,4,6,54
56544,0.2.6,0,2,6,30
56545,0.4.6,0,4,6,54
56546,0.4.6,0,4,6,54
56547,0.1.11,0,1,11,23
56548,0.4.6,0,4,6,54
56549,0.0.6,0,0,6,6
56550,0.4.6,0,4,6,54
56551,0.4.6,0,4,6,54
56552,0.1.11,0,1,11,23
56553,0.4.6,0,4,6,54
56554,2.0.0,2,0,0,480
56555,0.4.6,0,4,6,54
56556,0.9.0,0,9,0,108
56557,0.4.6,0,4,6,54
56558,0.4.6,0,4,6,54
56559,0.4.6,0,4,6,54
56560,0.4.6,0,4,6,54
56561,0.4.6,0,4,6,54
56562,0.4.6,0,4,6,54
56563,0.4.6,0,4,6,54
56564,0.4.6,0,4,6,54
56565,0.0.6,0,0,6,6
56566,0.4.6,0,4,6,54
56567,0.4.6,0,4,6,54
56568,0.4.6,0,4,6,54
56569,0.4.6,0,4,6,54
56570,0.4.6,0,4,6,54
56571,0.4.6,0,4,6,54
56572,0.4.6,0,4,6,54
56573,0.1.11,0,1,11,23
56574,0.4.6,0,4,6,54
56575,0.2.6,0,2,6,30
56576,0.4.6,0,4,6,54
56577,0.4.6,0,4,6,54
56578,0.4.6,0,4,6,54
56579,0.4.6,0,4,6,54
56580,0.2.6,0,2,6,30
56581,0.4.6,0,4,6,54
56582,0.4.6,0,4,6,54
56583,0.1.11,0,1,11,23
56584,0.10.8,0,10,8,128
56585,0.4.6,0,4,6,54
56586,0.2.6,0,2,6,30
56587,0.4.6,0,4,6,54
56588,0.0.6,0,0,6,6
56589,0.4.6,0,4,6,54
56590,0.4.6,0,4,6,54
56591,2.0.0,2,0,0,480
56592,0.4.6,0,4,6,54
56593,0.4.6,0,4,6,54
56594,0.2.6,0,2,6,30
56595,0.4.6,0,4,6,54
56596,0.4.6,0,4,6,54
56597,0.4.6,0,4,6,54
56598,0.4.6,0,4,6,54
56599,0.2.6,0,2,6,30
56600,0.2.6,0,2,6,30
56601,0.2.6,0,2,6,30
56602,0.2.6,0,2,6,30
56603,0.2.6,0,2,6,30
56604,0.4.6,0,4,6,54
56605,0.4.6,0,4,6,54
56606,0.4.6,0,4,6,54
56607,0.4.6,0,4,6,54
56608,0.4.6,0,4,6,54
56609,0.2.6,0,2,6,30
56610,0.4.6,0,4,6,54
56611,0.4.6,0,4,6,54
56612,0.4.6,0,4,6,54
56613,0.2.6,0,2,6,30
56614,0.1.11,0,1,11,23
56615,0.2.6,0,2,6,30
56616,0.4.6,0,4,6,54
56617,0.4.6,0,4,6,54
56618,0.4.6,0,4,6,54
56619,0.4.6,0,4,6,54
56620,0.4.6,0,4,6,54
56621,0.0.6,0,0,6,6
56622,0.4.6,0,4,6,54
56623,0.2.6,0,2,6,30
56624,0.2.6,0,2,6,30
56625,0.4.6,0,4,6,54
56626,0.4.6,0,4,6,54
56627,0.4.6,0,4,6,54
56628,0.2.6,0,2,6,30
56629,0.2.6,0,2,6,30
56630,0.4.6,0,4,6,54
56631,0.4.6,0,4,6,54
56632,0.4.6,0,4,6,54
56633,0.4.6,0,4,6,54
56634,0.4.6,0,4,6,54
56635,0.4.6,0,4,6,54
56636,0.9.0,0,9,0,108
56637,0.1.11,0,1,11,23
56638,0.4.6,0,4,6,54
56639,0.2.6,0,2,6,30
56640,0.4.6,0,4,6,54
56641,0.4.6,0,4,6,54
56642,0.4.6,0,4,6,54
56643,0.4.6,0,4,6,54
56644,0.4.6,0,4,6,54
56645,0.9.0,0,9,0,108
56646,0.4.6,0,4,6,54
56647,0.4.6,0,4,6,54
56648,0.0.6,0,0,6,6
56649,0.0.6,0,0,6,6
56650,0.1.11,0,1,11,23
56651,0.13.4,0,13,4,160
56652,0.4.6,0,4,6,54
56653,0.2.6,0,2,6,30
56654,0.10.8,0,10,8,128
56655,0.4.6,0,4,6,54
56656,0.4.6,0,4,6,54
56657,0.4.6,0,4,6,54
56658,0.4.6,0,4,6,54
56659,0.4.6,0,4,6,54
56660,0.4.6,0,4,6,54
56661,0.4.6,0,4,6,54
56662,0.4.6,0,4,6,54
56663,0.4.6,0,4,6,54
56664,0.4.6,0,4,6,54
56665,0.2.6,0,2,6,30
56666,0.4.6,0,4,6,54
56667,0.4.6,0,4,6,54
56668,0.4.6,0,4,6,54
56669,0.4.6,0,4,6,54
56670,0.4.6,0,4,6,54
56671,0.2.6,0,2,6,30
56672,0.4.6,0,4,6,54
56673,0.4.6,0,4,6,54
56674,0.0.6,0,0,6,6
56675,0.9.0,0,9,0,108
56676,0.9.0,0,9,0,108
56677,0.0.6,0,0,6,6
56678,0.4.6,0,4,6,54
56679,0.4.6,0,4,6,54
56680,0.2.6,0,2,6,30
56681,0.2.6,0,2,6,30
56682,0.4.6,0,4,6,54
56683,0.2.6,0,2,6,30
56684,0.1.11,0,1,11,23
56685,0.4.6,0,4,6,54
56686,0.4.6,0,4,6,54
56687,0.4.6,0,4,6,54
56688,0.4.6,0,4,6,54
56689,0.4.6,0,4,6,54
56690,0.4.6,0,4,6,54
56691,0.4.6,0,4,6,54
56692,0.2.6,0,2,6,30
56693,0.0.6,0,0,6,6
56694,0.4.6,0,4,6,54
56695,0.4.6,0,4,6,54
56696,0.4.6,0,4,6,54
56697,0.4.6,0,4,6,54
56698,0.2.6,0,2,6,30
56699,0.6.8,0,6,8,80
56700,0.13.4,0,13,4,160
56701,0.4.6,0,4,6,54
56702,0.4.6,0,4,6,54
56703,0.4.6,0,4,6,54
56704,0.9.0,0,9,0,108
56705,0.1.11,0,1,11,23
56706,0.1.11,0,1,11,23
56707,0.1.11,0,1,11,23
56708,0.4.6,0,4,6,54
56709,0.4.6,0,4,6,54
56710,0.4.6,0,4,6,54
56711,0.4.6,0,4,6,54
56712,0.1.11,0,1,11,23
56713,0.4.6,0,4,6,54
56714,0.4.6,0,4,6,54
56715,0.4.6,0,4,6,54
56716,0.4.6,0,4,6,54
56717,0.4.6,0,4,6,54
56718,0.4.6,0,4,6,54
56719,0.1.11,0,1,11,23
56720,0.4.6,0,4,6,54
56721,0.4.6,0,4,6,54
56722,0.4.6,0,4,6,54
56723,0.4.6,0,4,6,54
56724,0.4.6,0,4,6,54
56725,0.1.11,0,1,11,23
56726,0.4.6,0,4,6,54
56727,0.4.6,0,4,6,54
56728,0.4.6,0,4,6,54
56729,0.1.11,0,1,11,23
56730,0.4.6,0,4,6,54
56731,0.4.6,0,4,6,54
56732,0.4.6,0,4,6,54
56733,0.4.6,0,4,6,54
56734,0.9.0,0,9,0,108
56735,0.9.0,0,9,0,108
56736,0.4.6,0,4,6,54
56737,0.9.0,0,9,0,108
56738,0.4.6,0,4,6,54
56739,0.4.6,0,4,6,54
56740,0.4.6,0,4,6,54
56741,0.4.6,0,4,6,54
56742,0.4.6,0,4,6,54
56743,0.4.6,0,4,6,54
56744,0.4.6,0,4,6,54
56745,0.4.6,0,4,6,54
56746,0.9.0,0,9,0,108
56747,0.4.6,0,4,6,54
56748,0.9.0,0,9,0,108
56749,0.4.6,0,4,6,54
56750,0.13.4,0,13,4,160
56751,0.2.6,0,2,6,30
56752,0.4.6,0,4,6,54
56753,0.4.6,0,4,6,54
56754,0.9.0,0,9,0,108
56755,0.4.6,0,4,6,54
56756,0.0.6,0,0,6,6
56757,0.2.6,0,2,6,30
56758,0.4.6,0,4,6,54
56759,0.1.11,0,1,11,23
56760,0.1.11,0,1,11,23
56761,0.4.6,0,4,6,54
56762,0.4.6,0,4,6,54
56763,0.4.6,0,4,6,54
56764,0.4.6,0,4,6,54
56765,0.4.6,0,4,6,54
56766,0.2.6,0,2,6,30
56767,0.4.6,0,4,6,54
56768,0.4.6,0,4,6,54
56769,0.9.0,0,9,0,108
56770,0.4.6,0,4,6,54
56771,0.4.6,0,4,6,54
56772,0.4.6,0,4,6,54
56773,0.4.6,0,4,6,54
56774,0.4.6,0,4,6,54
56775,0.2.6,0,2,6,30
56776,0.13.4,0,13,4,160
56777,0.4.6,0,4,6,54
56778,0.4.6,0,4,6,54
56779,0.4.6,0,4,6,54
56780,0.4.6,0,4,6,54
56781,0.13.4,0,13,4,160
56782,0.4.6,0,4,6,54
56783,0.1.11,0,1,11,23
56784,0.9.0,0,9,0,108
56785,0.4.6,0,4,6,54
56786,0.4.6,0,4,6,54
56787,0.0.6,0,0,6,6
56788,0.9.0,0,9,0,108
56789,0.0.6,0,0,6,6
56790,0.4.6,0,4,6,54
56791,0.4.6,0,4,6,54
56792,0.4.6,0,4,6,54
56793,0.4.6,0,4,6,54
56794,0.4.6,0,4,6,54
56795,0.10.8,0,10,8,128
56796,0.4.6,0,4,6,54
56797,0.4.6,0,4,6,54
56798,0.2.6,0,2,6,30
56799,0.4.6,0,4,6,54
56800,0.13.4,0,13,4,160
56801,0.0.6,0,0,6,6
56802,0.4.6,0,4,6,54
56803,0.4.6,0,4,6,54
56804,0.4.6,0,4,6,54
56805,0.2.6,0,2,6,30
56806,0.4.6,0,4,6,54
56807,0.9.0,0,9,0,108
56808,0.9.0,0,9,0,108
56809,0.4.6,0,4,6,54
56810,0.4.6,0,4,6,54
56811,0.10.8,0,10,8,128
56812,0.2.6,0,2,6,30
56813,0.2.6,0,2,6,30
56814,0.4.6,0,4,6,54
56815,0.4.6,0,4,6,54
56816,0.4.6,0,4,6,54
56817,0.4.6,0,4,6,54
56818,0.1.11,0,1,11,23
56819,0.4.6,0,4,6,54
56820,0.1.11,0,1,11,23
56821,0.2.6,0,2,6,30
56822,0.2.6,0,2,6,30
56823,0.2.6,0,2,6,30
56824,0.2.6,0,2,6,30
56825,0.1.11,0,1,11,23
56826,0.4.6,0,4,6,54
56827,0.4.6,0,4,6,54
56828,0.4.6,0,4,6,54
56829,0.4.6,0,4,6,54
56830,0.4.6,0,4,6,54
56831,0.4.6,0,4,6,54
56832,0.4.6,0,4,6,54
56833,0.4.6,0,4,6,54
56834,0.4.6,0,4,6,54
56835,0.4.6,0,4,6,54
56836,0.4.6,0,4,6,54
56837,0.4.6,0,4,6,54
56838,0.1.11,0,1,11,23
56839,0.1.11,0,1,11,23
56840,0.4.6,0,4,6,54
56841,0.2.6,0,2,6,30
56842,0.9.0,0,9,0,108
56843,0.2.6,0,2,6,30
56844,0.2.6,0,2,6,30
56845,0.4.6,0,4,6,54
56846,0.4.6,0,4,6,54
56847,0.4.6,0,4,6,54
56848,0.4.6,0,4,6,54
56849,0.4.6,0,4,6,54
56850,0.4.6,0,4,6,54
56851,0.4.6,0,4,6,54
56852,0.4.6,0,4,6,54
56853,0.4.6,0,4,6,54
56854,0.4.6,0,4,6,54
56855,0.4.6,0,4,6,54
56856,0.4.6,0,4,6,54
56857,0.2.6,0,2,6,30
56858,0.4.6,0,4,6,54
56859,0.4.6,0,4,6,54
56860,2.0.0,2,0,0,480
56861,0.4.6,0,4,6,54
56862,0.13.4,0,13,4,160
56863,0.4.6,0,4,6,54
56864,0.9.0,0,9,0,108
56865,0.4.6,0,4,6,54
56866,0.4.6,0,4,6,54
56867,0.4.6,0,4,6,54
56868,0.4.6,0,4,6,54
56869,0.4.6,0,4,6,54
56870,0.4.6,0,4,6,54
56871,0.13.4,0,13,4,160
56872,0.4.6,0,4,6,54
56873,0.4.6,0,4,6,54
56874,0.4.6,0,4,6,54
56875,0.4.6,0,4,6,54
56876,0.4.6,0,4,6,54
56877,0.4.6,0,4,6,54
56878,0.4.6,0,4,6,54
56879,0.4.6,0,4,6,54
56880,0.4.6,0,4,6,54
56881,0.1.11,0,1,11,23
56882,0.4.6,0,4,6,54
56883,0.4.6,0,4,6,54
56884,0.4.6,0,4,6,54
56885,0.4.6,0,4,6,54
56886,0.10.8,0,10,8,128
56887,0.4.6,0,4,6,54
56888,0.4.6,0,4,6,54
56889,0.4.6,0,4,6,54
56890,0.4.6,0,4,6,54
56891,0.4.6,0,4,6,54
56892,0.4.6,0,4,6,54
56893,0.4.6,0,4,6,54
56894,0.4.6,0,4,6,54
56895,0.4.6,0,4,6,54
56896,0.4.6,0,4,6,54
56897,0.9.0,0,9,0,108
56898,0.4.6,0,4,6,54
56899,0.2.6,0,2,6,30
56900,0.4.6,0,4,6,54
56901,0.4.6,0,4,6,54
56902,0.2.6,0,2,6,30
56903,0.4.6,0,4,6,54
56904,0.4.6,0,4,6,54
56905,0.0.6,0,0,6,6
56906,0.4.6,0,4,6,54
56907,0.9.0,0,9,0,108
56908,0.2.6,0,2,6,30
56909,0.1.11,0,1,11,23
56910,0.4.6,0,4,6,54
56911,0.4.6,0,4,6,54
56912,0.4.6,0,4,6,54
56913,0.4.6,0,4,6,54
56914,0.4.6,0,4,6,54
56915,0.4.6,0,4,6,54
56916,0.4.6,0,4,6,54
56917,0.1.11,0,1,11,23
56918,0.0.6,0,0,6,6
56919,0.4.6,0,4,6,54
56920,0.2.6,0,2,6,30
56921,0.4.6,0,4,6,54
56922,0.0.6,0,0,6,6
56923,0.4.6,0,4,6,54
56924,0.2.6,0,2,6,30
56925,0.4.6,0,4,6,54
56926,0.2.6,0,2,6,30
56927,0.9.0,0,9,0,108
56928,0.4.6,0,4,6,54
56929,0.4.6,0,4,6,54
56930,0.9.0,0,9,0,108
56931,0.0.6,0,0,6,6
56932,0.4.6,0,4,6,54
56933,0.4.6,0,4,6,54
56934,0.9.0,0,9,0,108
56935,0.2.6,0,2,6,30
56936,0.4.6,0,4,6,54
56937,0.4.6,0,4,6,54
56938,0.4.6,0,4,6,54
56939,0.4.6,0,4,6,54
56940,0.1.11,0,1,11,23
56941,0.4.6,0,4,6,54
56942,0.13.4,0,13,4,160
56943,0.1.11,0,1,11,23
56944,0.4.6,0,4,6,54
56945,0.1.11,0,1,11,23
56946,0.9.0,0,9,0,108
56947,0.4.6,0,4,6,54
56948,0.6.8,0,6,8,80
56949,0.4.6,0,4,6,54
56950,0.0.6,0,0,6,6
56951,0.1.11,0,1,11,23
56952,0.1.11,0,1,11,23
56953,0.4.6,0,4,6,54
56954,0.4.6,0,4,6,54
56955,0.4.6,0,4,6,54
56956,0.4.6,0,4,6,54
56957,0.4.6,0,4,6,54
56958,0.2.6,0,2,6,30
56959,0.4.6,0,4,6,54
56960,2.0.0,2,0,0,480
56961,4.0.0,4,0,0,960
56962,0.1.11,0,1,11,23
56963,0.4.6,0,4,6,54
56964,0.4.6,0,4,6,54
56965,0.4.6,0,4,6,54
56966,0.4.6,0,4,6,54
56967,0.4.6,0,4,6,54
56968,0.4.6,0,4,6,54
56969,0.4.6,0,4,6,54
56970,0.4.6,0,4,6,54
56971,0.2.6,0,2,6,30
56972,0.4.6,0,4,6,54
56973,0.1.11,0,1,11,23
56974,0.4.6,0,4,6,54
56975,0.1.11,0,1,11,23
56976,0.4.6,0,4,6,54
56977,0.4.6,0,4,6,54
56978,0.4.6,0,4,6,54
56979,0.0.6,0,0,6,6
56980,0.4.6,0,4,6,54
56981,0.4.6,0,4,6,54
56982,0.4.6,0,4,6,54
56983,0.2.6,0,2,6,30
56984,0.4.6,0,4,6,54
56985,0.4.6,0,4,6,54
56986,0.4.6,0,4,6,54
56987,0.4.6,0,4,6,54
56988,0.9.0,0,9,0,108
56989,0.1.11,0,1,11,23
56990,0.2.6,0,2,6,30
56991,0.4.6,0,4,6,54
56992,0.4.6,0,4,6,54
56993,0.4.6,0,4,6,54
56994,0.4.6,0,4,6,54
56995,0.2.6,0,2,6,30
56996,0.9.0,0,9,0,108
56997,0.4.6,0,4,6,54
56998,0.4.6,0,4,6,54
56999,0.4.6,0,4,6,54
57000,0.2.6,0,2,6,30
57001,0.0.6,0,0,6,6
57002,0.4.6,0,4,6,54
57003,0.2.6,0,2,6,30
57004,0.4.6,0,4,6,54
57005,0.4.6,0,4,6,54
57006,0.0.6,0,0,6,6
57007,0.4.6,0,4,6,54
57008,0.4.6,0,4,6,54
57009,0.4.6,0,4,6,54
57010,0.0.6,0,0,6,6
57011,0.4.6,0,4,6,54
57012,0.10.8,0,10,8,128
57013,0.2.6,0,2,6,30
57014,0.2.6,0,2,6,30
57015,0.4.6,0,4,6,54
57016,0.4.6,0,4,6,54
57017,0.4.6,0,4,6,54
57018,0.9.0,0,9,0,108
57019,0.4.6,0,4,6,54
57020,0.4.6,0,4,6,54
57021,0.1.11,0,1,11,23
57022,0.2.6,0,2,6,30
57023,0.4.6,0,4,6,54
57024,0.4.6,0,4,6,54
57025,0.4.6,0,4,6,54
57026,0.4.6,0,4,6,54
57027,0.4.6,0,4,6,54
57028,0.4.6,0,4,6,54
57029,0.4.6,0,4,6,54
57030,0.4.6,0,4,6,54
57031,0.4.6,0,4,6,54
57032,0.4.6,0,4,6,54
57033,0.4.6,0,4,6,54
57034,0.1.11,0,1,11,23
57035,0.4.6,0,4,6,54
57036,0.9.0,0,9,0,108
57037,0.0.6,0,0,6,6
57038,0.4.6,0,4,6,54
57039,0.4.6,0,4,6,54
57040,0.4.6,0,4,6,54
57041,0.4.6,0,4,6,54
57042,0.0.6,0,0,6,6
57043,0.4.6,0,4,6,54
57044,0.4.6,0,4,6,54
57045,0.4.6,0,4,6,54
57046,0.4.6,0,4,6,54
57047,0.2.6,0,2,6,30
57048,0.4.6,0,4,6,54
57049,0.4.6,0,4,6,54
57050,0.4.6,0,4,6,54
57051,0.2.6,0,2,6,30
57052,0.4.6,0,4,6,54
57054,0.4.6,0,4,6,54
57055,0.4.6,0,4,6,54
57056,0.4.6,0,4,6,54
57057,0.4.6,0,4,6,54
57058,0.2.6,0,2,6,30
57059,0.4.6,0,4,6,54
57060,0.4.6,0,4,6,54
57061,0.4.6,0,4,6,54
57062,0.4.6,0,4,6,54
57063,0.4.6,0,4,6,54
57064,0.0.6,0,0,6,6
57065,0.4.6,0,4,6,54
57066,0.2.6,0,2,6,30
57067,0.4.6,0,4,6,54
57068,0.4.6,0,4,6,54
57069,0.4.6,0,4,6,54
57070,0.4.6,0,4,6,54
57071,0.4.6,0,4,6,54
57072,0.2.6,0,2,6,30
57073,0.4.6,0,4,6,54
57074,0.2.6,0,2,6,30
57075,0.4.6,0,4,6,54
57076,0.4.6,0,4,6,54
57077,0.4.6,0,4,6,54
57078,0.4.6,0,4,6,54
57079,0.4.6,0,4,6,54
57080,0.4.6,0,4,6,54
57081,0.2.6,0,2,6,30
57082,0.4.6,0,4,6,54
57083,0.2.6,0,2,6,30
57084,0.4.6,0,4,6,54
57086,0.4.6,0,4,6,54
57087,0.0.6,0,0,6,6
57088,0.4.6,0,4,6,54
57089,0.1.11,0,1,11,23
57090,0.0.6,0,0,6,6
57091,0.0.6,0,0,6,6
57092,0.4.6,0,4,6,54
57093,0.4.6,0,4,6,54
57094,0.4.6,0,4,6,54
57095,0.1.11,0,1,11,23
57096,0.4.6,0,4,6,54
57097,0.4.6,0,4,6,54
57098,0.4.6,0,4,6,54
57099,0.4.6,0,4,6,54
57100,0.2.6,0,2,6,30
57101,0.4.6,0,4,6,54
57102,0.4.6,0,4,6,54
57103,0.2.6,0,2,6,30
57104,0.4.6,0,4,6,54
57105,0.4.6,0,4,6,54
57106,0.4.6,0,4,6,54
57107,0.4.6,0,4,6,54
57108,0.4.6,0,4,6,54
57109,0.4.6,0,4,6,54
57110,0.4.6,0,4,6,54
57111,0.4.6,0,4,6,54
57112,0.4.6,0,4,6,54
57113,0.4.6,0,4,6,54
57114,0.10.8,0,10,8,128
57115,0.4.6,0,4,6,54
57116,0.4.6,0,4,6,54
57117,0.4.6,0,4,6,54
57118,0.4.6,0,4,6,54
57119,0.0.6,0,0,6,6
57120,0.4.6,0,4,6,54
57121,0.4.6,0,4,6,54
57122,0.4.6,0,4,6,54
57123,2.0.0,2,0,0,480
57124,0.9.0,0,9,0,108
57125,0.4.6,0,4,6,54
57126,0.4.6,0,4,6,54
57127,0.4.6,0,4,6,54
57128,0.4.6,0,4,6,54
57129,0.4.6,0,4,6,54
57130,0.4.6,0,4,6,54
57131,0.4.6,0,4,6,54
57132,0.4.6,0,4,6,54
57133,0.2.6,0,2,6,30
57134,0.4.6,0,4,6,54
57135,0.4.6,0,4,6,54
57136,0.4.6,0,4,6,54
57137,0.4.6,0,4,6,54
57138,0.4.6,0,4,6,54
57140,0.4.6,0,4,6,54
57141,0.4.6,0,4,6,54
57142,0.9.0,0,9,0,108
57143,0.4.6,0,4,6,54
57144,0.4.6,0,4,6,54
57145,0.4.6,0,4,6,54
57146,0.4.6,0,4,6,54
57147,0.4.6,0,4,6,54
57148,0.4.6,0,4,6,54
57149,0.2.6,0,2,6,30
57150,0.4.6,0,4,6,54
57151,0.4.6,0,4,6,54
57152,0.4.6,0,4,6,54
57153,0.4.6,0,4,6,54
57154,0.4.6,0,4,6,54
57155,0.2.6,0,2,6,30
57156,0.4.6,0,4,6,54
57157,0.4.6,0,4,6,54
57158,0.4.6,0,4,6,54
57159,0.4.6,0,4,6,54
57160,0.4.6,0,4,6,54
57161,0.4.6,0,4,6,54
57162,0.1.11,0,1,11,23
57163,0.4.6,0,4,6,54
57164,0.4.6,0,4,6,54
57165,0.4.6,0,4,6,54
57166,0.4.6,0,4,6,54
57167,0.4.6,0,4,6,54
57168,0.4.6,0,4,6,54
57169,0.4.6,0,4,6,54
57170,0.2.6,0,2,6,30
57171,0.4.6,0,4,6,54
57172,0.4.6,0,4,6,54
57173,0.4.6,0,4,6,54
57174,0.4.6,0,4,6,54
57175,0.2.6,0,2,6,30
57176,0.4.6,0,4,6,54
57177,0.4.6,0,4,6,54
57178,0.13.4,0,13,4,160
57179,0.2.6,0,2,6,30
57180,0.4.6,0,4,6,54
57181,0.4.6,0,4,6,54
57182,0.6.8,0,6,8,80
57183,0.4.6,0,4,6,54
57184,0.4.6,0,4,6,54
57185,0.4.6,0,4,6,54
57186,0.2.6,0,2,6,30
57187,0.4.6,0,4,6,54
57188,0.4.6,0,4,6,54
57189,0.2.6,0,2,6,30
57190,0.4.6,0,4,6,54
57191,0.2.6,0,2,6,30
57192,0.4.6,0,4,6,54
57193,0.13.4,0,13,4,160
57194,0.4.6,0,4,6,54
57195,0.4.6,0,4,6,54
57196,0.4.6,0,4,6,54
57197,0.4.6,0,4,6,54
57198,0.4.6,0,4,6,54
57199,0.0.6,0,0,6,6
57200,0.4.6,0,4,6,54
57201,0.4.6,0,4,6,54
57202,0.4.6,0,4,6,54
57203,0.2.6,0,2,6,30
57204,0.4.6,0,4,6,54
57205,0.4.6,0,4,6,54
57206,0.9.0,0,9,0,108
57207,0.4.6,0,4,6,54
57208,0.4.6,0,4,6,54
57209,0.4.6,0,4,6,54
57210,0.4.6,0,4,6,54
57211,0.2.6,0,2,6,30
57212,0.4.6,0,4,6,54
57213,2.0.0,2,0,0,480
57214,0.4.6,0,4,6,54
57215,0.4.6,0,4,6,54
57216,0.4.6,0,4,6,54
57217,0.9.0,0,9,0,108
57218,0.9.0,0,9,0,108
57219,0.4.6,0,4,6,54
57220,0.6.8,0,6,8,80
57221,0.4.6,0,4,6,54
57222,0.4.6,0,4,6,54
57223,0.9.0,0,9,0,108
57224,0.4.6,0,4,6,54
57225,0.4.6,0,4,6,54
57226,0.2.6,0,2,6,30
57227,0.4.6,0,4,6,54
57228,0.4.6,0,4,6,54
57229,0.4.6,0,4,6,54
57230,0.9.0,0,9,0,108
57231,0.4.6,0,4,6,54
57232,0.4.6,0,4,6,54
57233,0.4.6,0,4,6,54
57234,0.4.6,0,4,6,54
57235,0.13.4,0,13,4,160
57236,0.4.6,0,4,6,54
57237,0.4.6,0,4,6,54
57238,0.4.6,0,4,6,54
57239,0.0.6,0,0,6,6
57240,0.2.6,0,2,6,30
57241,0.4.6,0,4,6,54
57242,0.1.11,0,1,11,23
57243,0.1.11,0,1,11,23
57244,0.4.6,0,4,6,54
57245,0.2.6,0,2,6,30
57246,0.4.6,0,4,6,54
57247,0.4.6,0,4,6,54
57248,0.2.6,0,2,6,30
57249,0.9.0,0,9,0,108
57250,0.4.6,0,4,6,54
57251,4.0.0,4,0,0,960
57252,0.4.6,0,4,6,54
57253,0.13.4,0,13,4,160
57254,0.4.6,0,4,6,54
57255,0.4.6,0,4,6,54
57256,0.4.6,0,4,6,54
57257,0.1.11,0,1,11,23
57258,0.2.6,0,2,6,30
57259,0.4.6,0,4,6,54
57260,0.4.6,0,4,6,54
57261,0.1.11,0,1,11,23
57262,0.4.6,0,4,6,54
57263,0.4.6,0,4,6,54
57264,0.9.0,0,9,0,108
57266,0.2.6,0,2,6,30
57267,0.0.6,0,0,6,6
57268,0.4.6,0,4,6,54
57269,0.4.6,0,4,6,54
57270,0.4.6,0,4,6,54
57271,0.2.6,0,2,6,30
57272,0.2.6,0,2,6,30
57273,0.4.6,0,4,6,54
57274,0.4.6,0,4,6,54
57275,0.4.6,0,4,6,54
57276,0.4.6,0,4,6,54
57277,0.2.6,0,2,6,30
57278,0.4.6,0,4,6,54
57279,0.9.0,0,9,0,108
57280,0.4.6,0,4,6,54
57281,0.4.6,0,4,6,54
57282,0.9.0,0,9,0,108
57283,0.4.6,0,4,6,54
57284,0.4.6,0,4,6,54
57285,0.4.6,0,4,6,54
57286,0.4.6,0,4,6,54
57287,0.4.6,0,4,6,54
57288,0.4.6,0,4,6,54
57289,0.4.6,0,4,6,54
57290,0.4.6,0,4,6,54
57291,0.4.6,0,4,6,54
57292,0.4.6,0,4,6,54
57293,0.4.6,0,4,6,54
57294,0.4.6,0,4,6,54
57295,0.4.6,0,4,6,54
57296,0.4.6,0,4,6,54
57297,0.2.6,0,2,6,30
57298,0.4.6,0,4,6,54
57299,0.4.6,0,4,6,54
57300,0.4.6,0,4,6,54
57301,0.4.6,0,4,6,54
57302,0.4.6,0,4,6,54
57303,0.2.6,0,2,6,30
57304,0.4.6,0,4,6,54
57305,0.4.6,0,4,6,54
57306,0.4.6,0,4,6,54
