burial_id,feetotal,fee_l,fee_s,fee_d,fee_as_d
1,0.5.0,0,5,0,60
2,0.5.0,0,5,0,60
3,0.5.0,0,5,0,60
4,0.9.0,0,9,0,108
5,2.3.0,2,3,0,516
6,0.5.0,0,5,0,60
7,0.9.0,0,9,0,108
8,0.10.0,0,10,0,120
9,3.4.0,3,4,0,768
10,0.9.0,0,9,0,108
11,1.1.0,1,1,0,252
12,0.10.0,0,10,0,120
13,0.5.0,0,5,0,60
14,0.5.0,0,5,0,60
15,0.3.6,0,3,6,42
16,0.5.0,0,5,0,60
17,0.5.0,0,5,0,60
18,0.5.0,0,5,0,60
21,1.4.0,1,4,0,288
22,0.10.0,0,10,0,120
23,0.5.0,0,5,0,60
24,0.9.0,0,9,0,108
25,0.5.0,0,5,0,60
26,0.5.0,0,5,0,60
27,0.9.0,0,9,0,108
28,0.5.0,0,5,0,60
29,1.16.0,1,16,0,432
30,1.4.0,1,4,0,288
31,0.3.6,0,3,6,42
32,0.10.0,0,10,0,120
33,0.9.0,0,9,0,108
34,0.5.0,0,5,0,60
35,0.10.0,0,10,0,120
36,0.5.0,0,5,0,60
38,0.9.0,0,9,0,108
39,0.5.0,0,5,0,60
40,0.10.0,0,10,0,120
41,0.5.0,0,5,0,60
42,0.5.0,0,5,0,60
43,0.9.0,0,9,0,108
44,3.4.0,3,4,0,768
45,0.10.0,0,10,0,120
46,0.10.0,0,10,0,120
47,0.5.0,0,5,0,60
48,0.5.0,0,5,0,60
49,0.9.0,0,9,0,108
50,0.5.0,0,5,0,60
51,0.5.0,0,5,0,60
52,0.10.0,0,10,0,120
53,10.3.4,10,3,4,2440
54,0.9.0,0,9,0,108
55,0.9.0,0,9,0,108
56,1.16.0,1,16,0,432
57,0.5.0,0,5,0,60
59,0.9.0,0,9,0,108
60,0.10.0,0,10,0,120
61,0.3.6,0,3,6,42
62,0.3.6,0,3,6,42
63,1.3.0,1,3,0,276
64,0.10.0,0,10,0,120
65,0.3.6,0,3,6,42
67,1.8.0,1,8,0,336
68,0.10.0,0,10,0,120
69,0.5.0,0,5,0,60
70,0.10.0,0,10,0,120
71,0.5.0,0,5,0,60
72,0.5.0,0,5,0,60
73,0.5.0,0,5,0,60
74,0.5.0,0,5,0,60
75,0.19.0,0,19,0,228
76,0.5.0,0,5,0,60
77,0.5.0,0,5,0,60
78,0.9.0,0,9,0,108
79,0.10.0,0,10,0,120
81,0.5.0,0,5,0,60
83,2.3.0,2,3,0,516
85,0.5.0,0,5,0,60
86,0.5.0,0,5,0,60
87,0.19.0,0,19,0,228
88,0.5.0,0,5,0,60
89,0.5.0,0,5,0,60
90,0.5.0,0,5,0,60
91,0.5.0,0,5,0,60
92,0.5.0,0,5,0,60
93,0.10.0,0,10,0,120
94,0.5.0,0,5,0,60
95,0.5.0,0,5,0,60
96,0.3.6,0,3,6,42
97,0.3.6,0,3,6,42
98,0.10.0,0,10,0,120
99,0.9.0,0,9,0,108
100,0.9.0,0,9,0,108
101,0.9.0,0,9,0,108
102,0.5.0,0,5,0,60
103,0.5.0,0,5,0,60
104,0.10.0,0,10,0,120
105,0.19.0,0,19,0,228
106,1.14.6,1,14,6,414
107,0.5.0,0,5,0,60
108,0.3.6,0,3,6,42
109,0.5.0,0,5,0,60
110,1.1.0,1,1,0,252
112,0.5.0,0,5,0,60
113,0.5.0,0,5,0,60
114,1.6.0,1,6,0,312
115,0.5.0,0,5,0,60
116,0.5.0,0,5,0,60
117,0.5.0,0,5,0,60
118,0.5.0,0,5,0,60
119,0.9.0,0,9,0,108
120,0.5.0,0,5,0,60
121,0.5.0,0,5,0,60
122,0.5.0,0,5,0,60
123,0.5.0,0,5,0,60
124,0.5.0,0,5,0,60
125,0.5.0,0,5,0,60
126,0.9.0,0,9,0,108
127,0.5.0,0,5,0,60
128,2.3.0,2,3,0,516
129,0.5.0,0,5,0,60
130,0.5.0,0,5,0,60
131,0.10.0,0,10,0,120
132,0.10.0,0,10,0,120
133,0.19.0,0,19,0,228
134,0.5.0,0,5,0,60
135,0.5.0,0,5,0,60
136,0.10.0,0,10,0,120
137,0.10.0,0,10,0,120
138,0.19.0,0,19,0,228
139,0.19.0,0,19,0,228
140,0.5.0,0,5,0,60
141,0.9.0,0,9,0,108
142,1.16.0,1,16,0,432
143,0.5.0,0,5,0,60
144,0.9.0,0,9,0,108
145,0.5.0,0,5,0,60
146,0.19.0,0,19,0,228
147,1.8.0,1,8,0,336
148,2.12.6,2,12,6,630
149,0.5.0,0,5,0,60
150,0.3.0,0,3,0,36
151,0.9.0,0,9,0,108
152,0.5.0,0,5,0,60
153,0.5.0,0,5,0,60
154,0.5.0,0,5,0,60
155,2.12.6,2,12,6,630
156,0.5.0,0,5,0,60
157,0.5.0,0,5,0,60
158,0.10.0,0,10,0,120
159,0.5.0,0,5,0,60
160,1.16.0,1,16,0,432
161,3.4.0,3,4,0,768
162,0.5.0,0,5,0,60
163,0.5.0,0,5,0,60
164,0.5.0,0,5,0,60
165,0.5.0,0,5,0,60
166,0.10.0,0,10,0,120
167,0.5.0,0,5,0,60
168,0.9.0,0,9,0,108
169,1.0.0,1,0,0,240
170,3.4.0,3,4,0,768
171,2.12.0,2,12,0,624
172,0.5.0,0,5,0,60
173,0.5.0,0,5,0,60
174,0.5.0,0,5,0,60
175,0.5.0,0,5,0,60
176,0.5.0,0,5,0,60
177,0.5.0,0,5,0,60
178,0.5.0,0,5,0,60
179,0.10.0,0,10,0,120
180,0.5.0,0,5,0,60
181,0.5.0,0,5,0,60
182,1.16.0,1,16,0,432
183,0.5.0,0,5,0,60
184,0.5.0,0,5,0,60
185,0.9.0,0,9,0,108
186,0.5.0,0,5,0,60
187,0.10.0,0,10,0,120
188,0.10.0,0,10,0,120
189,0.5.0,0,5,0,60
190,0.9.0,0,9,0,108
191,0.10.0,0,10,0,120
192,0.5.0,0,5,0,60
193,0.5.0,0,5,0,60
194,2.0.0,2,0,0,480
195,0.5.0,0,5,0,60
196,0.5.0,0,5,0,60
197,0.5.0,0,5,0,60
198,0.10.0,0,10,0,120
199,0.5.0,0,5,0,60
200,0.5.0,0,5,0,60
201,0.5.0,0,5,0,60
202,0.5.0,0,5,0,60
203,0.5.0,0,5,0,60
204,0.5.0,0,5,0,60
205,1.1.0,1,1,0,252
206,0.5.0,0,5,0,60
207,0.5.0,0,5,0,60
208,1.16.0,1,16,0,432
209,2.0.0,2,0,0,480
210,0.5.0,0,5,0,60
211,0.5.0,0,5,0,60
212,0.5.0,0,5,0,60
213,0.5.0,0,5,0,60
214,0.5.0,0,5,0,60
215,0.5.0,0,5,0,60
216,0.5.0,0,5,0,60
217,0.5.0,0,5,0,60
218,0.5.0,0,5,0,60
219,0.5.0,0,5,0,60
220,0.5.0,0,5,0,60
221,0.5.0,0,5,0,60
222,0.9.0,0,9,0,108
223,0.5.0,0,5,0,60
224,0.5.0,0,5,0,60
225,0.5.0,0,5,0,60
226,0.5.0,0,5,0,60
227,1.8.0,1,8,0,336
228,1.1.0,1,1,0,252
229,1.4.0,1,4,0,288
230,0.9.0,0,9,0,108
231,0.5.0,0,5,0,60
232,0.5.0,0,5,0,60
233,0.5.0,0,5,0,60
234,0.5.0,0,5,0,60
235,0.5.0,0,5,0,60
236,0.9.0,0,9,0,108
237,0.5.0,0,5,0,60
238,0.5.0,0,5,0,60
239,0.5.0,0,5,0,60
240,0.9.0,0,9,0,108
241,0.9.0,0,9,0,108
242,1.16.0,1,16,0,432
243,0.5.0,0,5,0,60
244,0.5.0,0,5,0,60
245,0.5.0,0,5,0,60
246,0.5.0,0,5,0,60
247,0.5.0,0,5,0,60
248,0.5.0,0,5,0,60
249,0.5.0,0,5,0,60
250,0.15.0,0,15,0,180
251,0.9.0,0,9,0,108
252,1.16.0,1,16,0,432
253,0.5.0,0,5,0,60
254,0.5.0,0,5,0,60
255,0.5.0,0,5,0,60
256,0.5.0,0,5,0,60
257,0.5.0,0,5,0,60
258,0.9.0,0,9,0,108
259,0.9.0,0,9,0,108
260,1.4.0,1,4,0,288
261,0.5.0,0,5,0,60
262,0.5.0,0,5,0,60
263,0.5.0,0,5,0,60
264,0.5.0,0,5,0,60
265,0.5.0,0,5,0,60
266,0.9.0,0,9,0,108
267,0.9.0,0,9,0,108
268,0.5.0,0,5,0,60
269,0.5.0,0,5,0,60
270,0.5.0,0,5,0,60
271,0.5.0,0,5,0,60
272,3.4.0,3,4,0,768
273,0.5.0,0,5,0,60
274,1.16.0,1,16,0,432
275,1.4.0,1,4,0,288
276,0.5.0,0,5,0,60
277,2.12.0,2,12,0,624
278,0.5.0,0,5,0,60
279,0.5.0,0,5,0,60
280,0.5.0,0,5,0,60
281,0.5.0,0,5,0,60
282,0.5.0,0,5,0,60
283,0.5.0,0,5,0,60
284,0.9.0,0,9,0,108
285,0.5.0,0,5,0,60
286,0.5.0,0,5,0,60
287,0.5.0,0,5,0,60
288,0.9.0,0,9,0,108
289,0.5.0,0,5,0,60
290,0.5.0,0,5,0,60
291,0.5.0,0,5,0,60
292,0.5.0,0,5,0,60
293,0.5.0,0,5,0,60
294,0.9.0,0,9,0,108
295,0.5.0,0,5,0,60
296,0.5.0,0,5,0,60
297,0.5.0,0,5,0,60
298,0.9.0,0,9,0,108
299,0.5.0,0,5,0,60
300,0.5.0,0,5,0,60
301,0.5.0,0,5,0,60
302,0.5.0,0,5,0,60
303,0.5.0,0,5,0,60
304,0.5.0,0,5,0,60
305,0.5.0,0,5,0,60
306,0.12.0,0,12,0,144
307,0.5.0,0,5,0,60
308,0.5.0,0,5,0,60
309,0.5.0,0,5,0,60
310,1.1.0,1,1,0,252
311,0.5.0,0,5,0,60
312,0.5.0,0,5,0,60
313,0.14.0,0,14,0,168
314,1.16.0,1,16,0,432
315,0.5.0,0,5,0,60
316,0.5.0,0,5,0,60
317,0.5.0,0,5,0,60
318,0.5.0,0,5,0,60
319,0.5.0,0,5,0,60
320,0.5.0,0,5,0,60
321,0.5.0,0,5,0,60
322,0.5.0,0,5,0,60
323,0.5.0,0,5,0,60
324,0.9.0,0,9,0,108
325,0.5.0,0,5,0,60
326,0.5.0,0,5,0,60
327,2.3.0,2,3,0,516
328,0.5.0,0,5,0,60
329,0.5.0,0,5,0,60
330,0.5.0,0,5,0,60
331,3.4.0,3,4,0,768
332,0.5.0,0,5,0,60
333,0.5.0,0,5,0,60
334,0.9.0,0,9,0,108
335,0.5.0,0,5,0,60
336,0.5.0,0,5,0,60
337,0.5.0,0,5,0,60
338,0.5.0,0,5,0,60
339,1.16.0,1,16,0,432
340,0.5.0,0,5,0,60
341,0.9.0,0,9,0,108
342,0.5.0,0,5,0,60
343,1.1.0,1,1,0,252
344,0.5.0,0,5,0,60
345,0.5.0,0,5,0,60
346,10.0.6,10,0,6,2406
347,0.5.0,0,5,0,60
348,0.5.0,0,5,0,60
349,0.5.0,0,5,0,60
350,0.5.0,0,5,0,60
351,0.5.0,0,5,0,60
352,0.5.0,0,5,0,60
353,0.5.0,0,5,0,60
354,0.5.0,0,5,0,60
355,0.9.0,0,9,0,108
356,0.9.0,0,9,0,108
357,0.5.0,0,5,0,60
358,0.5.0,0,5,0,60
359,0.5.0,0,5,0,60
360,0.5.0,0,5,0,60
361,0.5.0,0,5,0,60
362,0.9.0,0,9,0,108
363,0.5.0,0,5,0,60
364,0.5.0,0,5,0,60
365,0.5.0,0,5,0,60
366,1.1.0,1,1,0,252
367,0.5.0,0,5,0,60
368,2.12.6,2,12,6,630
369,0.5.0,0,5,0,60
370,0.5.0,0,5,0,60
371,1.1.0,1,1,0,252
372,0.5.0,0,5,0,60
373,1.16.0,1,16,0,432
374,0.5.0,0,5,0,60
375,1.1.0,1,1,0,252
376,0.5.0,0,5,0,60
377,0.5.0,0,5,0,60
378,0.5.0,0,5,0,60
379,0.5.0,0,5,0,60
380,0.5.0,0,5,0,60
381,0.9.0,0,9,0,108
382,0.5.0,0,5,0,60
383,2.0.0,2,0,0,480
384,0.5.0,0,5,0,60
385,3.4.0,3,4,0,768
386,0.5.0,0,5,0,60
387,0.9.0,0,9,0,108
388,0.5.0,0,5,0,60
390,2.3.0,2,3,0,516
391,0.5.0,0,5,0,60
392,0.5.0,0,5,0,60
393,0.5.0,0,5,0,60
394,0.5.0,0,5,0,60
395,0.9.0,0,9,0,108
396,0.5.0,0,5,0,60
397,0.19.0,0,19,0,228
398,0.5.0,0,5,0,60
399,0.9.0,0,9,0,108
400,0.9.0,0,9,0,108
401,0.5.0,0,5,0,60
402,1.13.6,1,13,6,402
403,1.12.0,1,12,0,384
404,3.4.0,3,4,0,768
405,0.9.0,0,9,0,108
406,0.15.0,0,15,0,180
407,0.5.0,0,5,0,60
408,0.9.0,0,9,0,108
409,0.5.0,0,5,0,60
410,0.5.0,0,5,0,60
411,0.5.0,0,5,0,60
412,0.9.0,0,9,0,108
413,0.5.0,0,5,0,60
414,2.12.0,2,12,0,624
415,0.9.0,0,9,0,108
416,0.9.0,0,9,0,108
417,0.5.0,0,5,0,60
418,0.9.0,0,9,0,108
419,0.5.0,0,5,0,60
420,0.5.0,0,5,0,60
421,0.5.0,0,5,0,60
422,0.5.0,0,5,0,60
423,0.5.0,0,5,0,60
424,0.5.0,0,5,0,60
425,0.5.0,0,5,0,60
426,3.4.0,3,4,0,768
427,0.5.0,0,5,0,60
428,0.5.0,0,5,0,60
429,0.9.0,0,9,0,108
430,0.5.0,0,5,0,60
431,0.5.0,0,5,0,60
432,0.5.0,0,5,0,60
433,3.4.0,3,4,0,768
434,0.5.0,0,5,0,60
435,0.5.0,0,5,0,60
436,0.5.0,0,5,0,60
437,1.1.0,1,1,0,252
438,0.5.0,0,5,0,60
439,0.14.0,0,14,0,168
440,0.5.0,0,5,0,60
441,0.5.0,0,5,0,60
442,0.5.0,0,5,0,60
443,0.5.0,0,5,0,60
444,1.1.0,1,1,0,252
445,0.5.0,0,5,0,60
446,3.4.0,3,4,0,768
447,0.5.0,0,5,0,60
448,0.5.0,0,5,0,60
449,0.5.0,0,5,0,60
450,1.1.0,1,1,0,252
451,2.12.6,2,12,6,630
452,0.9.0,0,9,0,108
453,0.5.0,0,5,0,60
454,0.5.0,0,5,0,60
455,0.5.0,0,5,0,60
456,0.5.0,0,5,0,60
457,0.5.0,0,5,0,60
458,0.5.0,0,5,0,60
459,0.9.0,0,9,0,108
460,0.5.0,0,5,0,60
461,0.5.0,0,5,0,60
462,0.5.0,0,5,0,60
463,0.9.0,0,9,0,108
464,0.5.0,0,5,0,60
465,0.5.0,0,5,0,60
466,0.5.0,0,5,0,60
467,0.9.0,0,9,0,108
468,1.1.0,1,1,0,252
469,0.9.0,0,9,0,108
470,2.3.0,2,3,0,516
471,0.5.0,0,5,0,60
472,0.9.0,0,9,0,108
473,0.5.0,0,5,0,60
474,0.5.0,0,5,0,60
475,0.5.0,0,5,0,60
476,0.5.0,0,5,0,60
477,1.1.0,1,1,0,252
478,2.3.0,2,3,0,516
479,3.4.0,3,4,0,768
480,0.5.0,0,5,0,60
482,0.5.0,0,5,0,60
483,0.5.0,0,5,0,60
484,0.9.0,0,9,0,108
485,0.9.0,0,9,0,108
486,0.5.0,0,5,0,60
487,0.5.0,0,5,0,60
488,0.5.0,0,5,0,60
489,0.5.0,0,5,0,60
490,0.9.0,0,9,0,108
491,0.5.0,0,5,0,60
492,0.5.0,0,5,0,60
493,0.5.0,0,5,0,60
494,1.11.0,1,11,0,372
495,0.5.0,0,5,0,60
496,0.5.0,0,5,0,60
497,2.3.0,2,3,0,516
498,0.5.0,0,5,0,60
499,0.5.0,0,5,0,60
500,0.5.0,0,5,0,60
501,1.1.0,1,1,0,252
502,0.5.0,0,5,0,60
503,1.0.0,1,0,0,240
504,0.5.0,0,5,0,60
505,0.5.0,0,5,0,60
506,0.5.0,0,5,0,60
507,1.16.0,1,16,0,432
508,0.5.0,0,5,0,60
509,1.1.0,1,1,0,252
510,0.5.0,0,5,0,60
511,3.4.0,3,4,0,768
512,0.9.0,0,9,0,108
513,0.9.0,0,9,0,108
514,0.5.0,0,5,0,60
515,0.5.0,0,5,0,60
516,0.5.0,0,5,0,60
517,0.5.0,0,5,0,60
518,0.12.0,0,12,0,144
519,0.5.0,0,5,0,60
520,0.9.0,0,9,0,108
521,2.12.6,2,12,6,630
522,0.5.0,0,5,0,60
523,0.5.0,0,5,0,60
524,0.5.0,0,5,0,60
525,0.5.0,0,5,0,60
526,0.5.0,0,5,0,60
527,0.5.0,0,5,0,60
528,0.5.0,0,5,0,60
529,0.5.0,0,5,0,60
530,0.5.0,0,5,0,60
531,0.5.0,0,5,0,60
532,0.9.0,0,9,0,108
533,0.5.0,0,5,0,60
534,0.5.0,0,5,0,60
535,0.5.0,0,5,0,60
536,0.5.0,0,5,0,60
537,0.9.0,0,9,0,108
538,0.5.0,0,5,0,60
539,0.9.0,0,9,0,108
540,0.15.0,0,15,0,180
541,0.5.0,0,5,0,60
542,0.5.0,0,5,0,60
543,0.5.0,0,5,0,60
544,2.3.0,2,3,0,516
545,0.5.0,0,5,0,60
546,3.4.0,3,4,0,768
547,0.5.0,0,5,0,60
548,0.5.0,0,5,0,60
549,0.9.0,0,9,0,108
550,0.5.0,0,5,0,60
551,0.5.0,0,5,0,60
552,1.16.0,1,16,0,432
553,0.5.0,0,5,0,60
554,0.5.0,0,5,0,60
555,1.4.0,1,4,0,288
556,0.14.0,0,14,0,168
557,0.5.0,0,5,0,60
558,0.5.0,0,5,0,60
559,0.9.0,0,9,0,108
560,1.1.0,1,1,0,252
561,0.5.0,0,5,0,60
562,0.5.0,0,5,0,60
563,1.1.0,1,1,0,252
564,1.0.0,1,0,0,240
565,0.9.0,0,9,0,108
566,0.5.0,0,5,0,60
567,0.5.0,0,5,0,60
568,0.5.0,0,5,0,60
569,0.9.0,0,9,0,108
570,0.9.0,0,9,0,108
571,0.5.0,0,5,0,60
572,0.5.0,0,5,0,60
573,0.5.0,0,5,0,60
574,1.1.0,1,1,0,252
575,2.12.6,2,12,6,630
576,0.9.0,0,9,0,108
577,0.5.0,0,5,0,60
578,0.5.0,0,5,0,60
579,0.5.0,0,5,0,60
580,0.5.0,0,5,0,60
581,0.5.0,0,5,0,60
582,0.5.0,0,5,0,60
583,0.5.0,0,5,0,60
584,0.5.0,0,5,0,60
585,0.5.0,0,5,0,60
586,0.5.0,0,5,0,60
587,0.5.0,0,5,0,60
588,0.5.0,0,5,0,60
589,0.5.0,0,5,0,60
590,0.9.0,0,9,0,108
591,0.5.0,0,5,0,60
592,0.5.0,0,5,0,60
593,0.5.0,0,5,0,60
594,1.1.0,1,1,0,252
595,0.5.0,0,5,0,60
596,0.9.0,0,9,0,108
597,1.1.0,1,1,0,252
598,0.5.0,0,5,0,60
599,0.5.0,0,5,0,60
600,0.5.0,0,5,0,60
601,0.5.0,0,5,0,60
602,0.5.0,0,5,0,60
603,2.12.0,2,12,0,624
604,0.5.0,0,5,0,60
605,0.5.0,0,5,0,60
606,1.16.0,1,16,0,432
607,1.6.0,1,6,0,312
608,0.5.0,0,5,0,60
609,0.5.0,0,5,0,60
610,1.4.0,1,4,0,288
611,0.5.0,0,5,0,60
612,0.5.0,0,5,0,60
613,0.5.0,0,5,0,60
614,1.1.0,1,1,0,252
615,0.5.0,0,5,0,60
616,0.9.0,0,9,0,108
617,0.5.0,0,5,0,60
618,0.9.0,0,9,0,108
619,0.5.0,0,5,0,60
620,3.4.0,3,4,0,768
621,0.15.0,0,15,0,180
622,1.4.0,1,4,0,288
623,0.5.0,0,5,0,60
624,0.5.0,0,5,0,60
625,0.5.0,0,5,0,60
626,0.5.0,0,5,0,60
627,0.5.0,0,5,0,60
628,0.9.0,0,9,0,108
629,0.5.0,0,5,0,60
630,0.5.0,0,5,0,60
631,0.5.0,0,5,0,60
632,3.4.0,3,4,0,768
633,1.13.0,1,13,0,396
634,0.5.0,0,5,0,60
635,0.5.0,0,5,0,60
636,0.9.0,0,9,0,108
637,0.5.0,0,5,0,60
638,0.5.0,0,5,0,60
639,0.5.0,0,5,0,60
640,0.5.0,0,5,0,60
641,0.5.0,0,5,0,60
642,0.5.0,0,5,0,60
643,0.5.0,0,5,0,60
644,0.5.0,0,5,0,60
645,1.16.0,1,16,0,432
646,0.5.0,0,5,0,60
647,1.16.0,1,16,0,432
648,0.5.0,0,5,0,60
649,1.4.0,1,4,0,288
650,0.5.0,0,5,0,60
651,0.5.0,0,5,0,60
652,2.12.6,2,12,6,630
653,0.5.0,0,5,0,60
654,0.5.0,0,5,0,60
655,0.15.0,0,15,0,180
656,0.5.0,0,5,0,60
657,0.5.0,0,5,0,60
658,2.0.0,2,0,0,480
659,0.5.0,0,5,0,60
660,0.9.0,0,9,0,108
661,0.9.0,0,9,0,108
662,0.5.0,0,5,0,60
663,0.19.0,0,19,0,228
664,0.5.0,0,5,0,60
665,0.5.0,0,5,0,60
666,0.5.0,0,5,0,60
667,2.3.0,2,3,0,516
668,0.19.0,0,19,0,228
669,1.4.0,1,4,0,288
670,0.5.0,0,5,0,60
671,0.5.0,0,5,0,60
672,0.5.0,0,5,0,60
673,0.5.0,0,5,0,60
674,0.5.0,0,5,0,60
675,0.19.0,0,19,0,228
676,0.9.0,0,9,0,108
677,3.4.0,3,4,0,768
678,0.5.0,0,5,0,60
679,0.5.0,0,5,0,60
680,0.5.0,0,5,0,60
681,0.5.0,0,5,0,60
682,2.3.0,2,3,0,516
683,1.11.0,1,11,0,372
684,0.5.0,0,5,0,60
685,0.5.0,0,5,0,60
686,0.5.0,0,5,0,60
687,0.5.0,0,5,0,60
688,0.9.0,0,9,0,108
689,1.8.0,1,8,0,336
690,0.5.0,0,5,0,60
691,0.5.0,0,5,0,60
692,0.5.0,0,5,0,60
693,2.3.0,2,3,0,516
694,1.4.0,1,4,0,288
695,0.5.0,0,5,0,60
696,2.5.0,2,5,0,540
697,0.5.0,0,5,0,60
698,1.1.0,1,1,0,252
699,0.5.0,0,5,0,60
700,0.5.0,0,5,0,60
701,0.5.0,0,5,0,60
702,0.5.0,0,5,0,60
703,0.5.0,0,5,0,60
704,3.4.0,3,4,0,768
705,0.5.0,0,5,0,60
706,0.5.0,0,5,0,60
707,0.5.0,0,5,0,60
708,1.1.0,1,1,0,252
709,0.5.0,0,5,0,60
710,0.5.0,0,5,0,60
711,0.5.0,0,5,0,60
712,0.5.0,0,5,0,60
713,0.5.0,0,5,0,60
714,0.19.0,0,19,0,228
715,1.16.0,1,16,0,432
716,0.5.0,0,5,0,60
717,1.4.0,1,4,0,288
718,3.4.0,3,4,0,768
719,0.5.0,0,5,0,60
720,0.5.0,0,5,0,60
721,0.5.0,0,5,0,60
722,0.5.0,0,5,0,60
723,0.5.0,0,5,0,60
724,0.5.0,0,5,0,60
725,0.5.0,0,5,0,60
726,0.5.0,0,5,0,60
727,0.5.0,0,5,0,60
728,0.5.0,0,5,0,60
729,0.5.0,0,5,0,60
730,0.9.0,0,9,0,108
731,0.5.0,0,5,0,60
732,0.9.0,0,9,0,108
733,0.15.0,0,15,0,180
734,0.5.0,0,5,0,60
735,0.9.0,0,9,0,108
736,0.19.0,0,19,0,228
737,1.1.0,1,1,0,252
738,2.12.6,2,12,6,630
739,0.5.0,0,5,0,60
740,0.5.0,0,5,0,60
741,2.12.6,2,12,6,630
742,0.5.0,0,5,0,60
743,0.5.0,0,5,0,60
744,0.9.0,0,9,0,108
745,1.1.0,1,1,0,252
746,0.9.0,0,9,0,108
747,0.5.0,0,5,0,60
750,1.4.0,1,4,0,288
751,0.19.0,0,19,0,228
752,0.5.0,0,5,0,60
753,0.5.0,0,5,0,60
754,1.6.0,1,6,0,312
755,0.9.0,0,9,0,108
756,0.5.0,0,5,0,60
757,0.5.0,0,5,0,60
758,0.5.0,0,5,0,60
759,0.5.0,0,5,0,60
760,0.5.0,0,5,0,60
761,0.5.0,0,5,0,60
762,0.19.0,0,19,0,228
763,2.3.0,2,3,0,516
764,1.1.0,1,1,0,252
765,1.1.0,1,1,0,252
766,0.5.0,0,5,0,60
767,0.5.0,0,5,0,60
768,0.5.0,0,5,0,60
769,0.5.0,0,5,0,60
770,1.1.0,1,1,0,252
771,0.5.0,0,5,0,60
772,3.4.0,3,4,0,768
773,0.5.0,0,5,0,60
774,0.5.0,0,5,0,60
775,0.5.0,0,5,0,60
776,1.8.0,1,8,0,336
777,2.0.0,2,0,0,480
778,0.9.0,0,9,0,108
779,1.4.0,1,4,0,288
780,1.11.0,1,11,0,372
781,0.5.0,0,5,0,60
782,3.4.0,3,4,0,768
783,0.5.0,0,5,0,60
784,0.5.0,0,5,0,60
785,1.8.0,1,8,0,336
786,0.5.0,0,5,0,60
787,0.5.0,0,5,0,60
788,0.19.0,0,19,0,228
789,0.5.0,0,5,0,60
790,0.5.0,0,5,0,60
791,1.11.0,1,11,0,372
792,0.5.0,0,5,0,60
793,2.3.0,2,3,0,516
794,0.5.0,0,5,0,60
795,0.9.0,0,9,0,108
796,0.5.0,0,5,0,60
797,3.4.0,3,4,0,768
798,2.3.0,2,3,0,516
799,0.19.0,0,19,0,228
800,0.9.0,0,9,0,108
801,0.5.0,0,5,0,60
802,0.5.0,0,5,0,60
803,0.5.0,0,5,0,60
804,1.1.0,1,1,0,252
805,1.1.0,1,1,0,252
806,0.9.0,0,9,0,108
807,3.4.0,3,4,0,768
808,0.9.0,0,9,0,108
809,1.8.0,1,8,0,336
810,0.5.0,0,5,0,60
811,0.9.0,0,9,0,108
812,0.5.0,0,5,0,60
813,1.16.0,1,16,0,432
814,0.5.0,0,5,0,60
815,0.9.0,0,9,0,108
816,1.4.0,1,4,0,288
817,0.5.0,0,5,0,60
818,1.16.0,1,16,0,432
819,0.5.0,0,5,0,60
820,0.9.0,0,9,0,108
821,0.5.0,0,5,0,60
822,1.4.0,1,4,0,288
823,0.5.0,0,5,0,60
825,0.5.0,0,5,0,60
826,0.5.0,0,5,0,60
827,0.5.0,0,5,0,60
828,0.5.0,0,5,0,60
829,0.5.0,0,5,0,60
830,0.19.0,0,19,0,228
831,0.5.0,0,5,0,60
832,0.9.0,0,9,0,108
833,0.5.0,0,5,0,60
834,0.5.0,0,5,0,60
835,0.5.0,0,5,0,60
836,1.4.0,1,4,0,288
837,0.5.0,0,5,0,60
838,0.5.0,0,5,0,60
839,0.5.0,0,5,0,60
840,0.9.0,0,9,0,108
841,0.5.0,0,5,0,60
842,1.1.0,1,1,0,252
843,2.0.0,2,0,0,480
844,0.5.0,0,5,0,60
845,0.5.0,0,5,0,60
846,0.5.0,0,5,0,60
847,0.5.0,0,5,0,60
848,0.5.0,0,5,0,60
849,0.5.0,0,5,0,60
850,3.4.0,3,4,0,768
851,0.19.0,0,19,0,228
852,0.5.0,0,5,0,60
853,0.5.0,0,5,0,60
854,0.5.0,0,5,0,60
855,0.5.0,0,5,0,60
856,0.5.0,0,5,0,60
857,1.1.0,1,1,0,252
858,2.12.0,2,12,0,624
859,0.5.0,0,5,0,60
860,1.11.0,1,11,0,372
861,0.5.0,0,5,0,60
862,0.5.0,0,5,0,60
863,0.5.0,0,5,0,60
864,0.5.0,0,5,0,60
865,0.5.0,0,5,0,60
866,0.5.0,0,5,0,60
867,0.5.0,0,5,0,60
868,1.8.0,1,8,0,336
869,0.15.0,0,15,0,180
870,0.5.0,0,5,0,60
871,0.5.0,0,5,0,60
872,0.19.0,0,19,0,228
873,0.5.0,0,5,0,60
874,1.0.0,1,0,0,240
875,0.9.0,0,9,0,108
876,0.9.0,0,9,0,108
877,0.19.0,0,19,0,228
878,0.9.0,0,9,0,108
879,0.14.0,0,14,0,168
880,0.5.0,0,5,0,60
881,0.5.0,0,5,0,60
882,0.5.0,0,5,0,60
883,1.13.0,1,13,0,396
884,2.12.6,2,12,6,630
885,0.5.0,0,5,0,60
886,0.9.0,0,9,0,108
